County or equivalent,State or equivalent,Population (2019 estimate),Core Based Statistical Area
Douglas,Georgia,"146,343","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Early,Georgia,"10,190",
Echols,Georgia,"4,006","Valdosta, GA Metropolitan Statistical Area"
Effingham,Georgia,"64,296","Savannah, GA Metropolitan Statistical Area"
Elbert,Georgia,"19,194",
Emanuel,Georgia,"22,646",
Evans,Georgia,"10,654",
Fannin,Georgia,"26,188",
Fayette,Georgia,"114,421","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Floyd,Georgia,"98,498","Rome, GA Metropolitan Statistical Area"
Forsyth,Georgia,"244,252","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Franklin,Georgia,"23,349",
Fulton,Georgia,"1,063,937","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Gilmer,Georgia,"31,369",
Glascock,Georgia,"2,971",
Glynn,Georgia,"85,292","Brunswick, GA Metropolitan Statistical Area"
Gordon,Georgia,"57,963","Calhoun, GA Micropolitan Statistical Area"
Grady,Georgia,"24,633",
Greene,Georgia,"18,324",
Gwinnett,Georgia,"936,250","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Habersham,Georgia,"45,328","Cornelia, GA Micropolitan Statistical Area"
Hall,Georgia,"204,441","Gainesville, GA Metropolitan Statistical Area"
Hancock,Georgia,"8,457","Milledgeville, GA Micropolitan Statistical Area"
Haralson,Georgia,"29,792","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Harris,Georgia,"35,236","Columbus, GA-AL Metropolitan Statistical Area"
Hart,Georgia,"26,205",
Heard,Georgia,"11,923","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Henry,Georgia,"234,561","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Houston,Georgia,"157,863","Warner Robins, GA Metropolitan Statistical Area"
Irwin,Georgia,"9,416",
Jackson,Georgia,"72,977","Jefferson, GA Micropolitan Statistical Area"
Jasper,Georgia,"14,219","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Jeff Davis,Georgia,"15,115",
Jefferson,Georgia,"15,362",
Jenkins,Georgia,"8,676",
Johnson,Georgia,"9,643","Dublin, GA Micropolitan Statistical Area"
Jones,Georgia,"28,735","Macon, GA Metropolitan Statistical Area"
Lamar,Georgia,"19,077","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Lanier,Georgia,"10,423","Valdosta, GA Metropolitan Statistical Area"
Laurens,Georgia,"47,546","Dublin, GA Micropolitan Statistical Area"
Lee,Georgia,"29,992","Albany, GA Metropolitan Statistical Area"
Liberty,Georgia,"61,435","Hinesville, GA Metropolitan Statistical Area"
Lincoln,Georgia,"7,921","Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
Long,Georgia,"19,559","Hinesville, GA Metropolitan Statistical Area"
Lowndes,Georgia,"117,406","Valdosta, GA Metropolitan Statistical Area"
Lumpkin,Georgia,"33,610",
McDuffie,Georgia,"21,312","Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
McIntosh,Georgia,"14,378","Brunswick, GA Metropolitan Statistical Area"
Macon,Georgia,"12,947",
Madison,Georgia,"29,880","Athens-Clarke County, GA Metropolitan Statistical Area"
Marion,Georgia,"8,359","Columbus, GA-AL Metropolitan Statistical Area"
Meriwether,Georgia,"21,167","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Miller,Georgia,"5,718",
Mitchell,Georgia,"21,863",
Monroe,Georgia,"27,578","Macon, GA Metropolitan Statistical Area"
Montgomery,Georgia,"9,172","Vidalia, GA Micropolitan Statistical Area"
Morgan,Georgia,"19,276","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Murray,Georgia,"40,096","Dalton, GA Metropolitan Statistical Area"
Muscogee,Georgia,"195,769","Columbus, GA-AL Metropolitan Statistical Area"
Newton,Georgia,"111,744","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Oconee,Georgia,"40,280","Athens-Clarke County, GA Metropolitan Statistical Area"
Oglethorpe,Georgia,"15,259","Athens-Clarke County, GA Metropolitan Statistical Area"
Paulding,Georgia,"168,667","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Peach,Georgia,"27,546","Warner Robins, GA Metropolitan Statistical Area"
Pickens,Georgia,"32,591","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Pierce,Georgia,"19,465","Waycross, GA Micropolitan Statistical Area"
Pike,Georgia,"18,962","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Polk,Georgia,"42,613","Cedartown, GA Micropolitan Statistical Area"
Pulaski,Georgia,"11,137","Warner Robins, GA Metropolitan Statistical Area"
Putnam,Georgia,"22,119",
Quitman,Georgia,"2,299",
Rabun,Georgia,"17,137",
Randolph,Georgia,"6,778",
Richmond,Georgia,"202,518","Augusta-Richmond County, GA-SC Metropolitan Statistical Area"
Rockdale,Georgia,"90,896","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Schley,Georgia,"5,257","Americus, GA Micropolitan Statistical Area"
Screven,Georgia,"13,966",
Seminole,Georgia,"8,090",
Spalding,Georgia,"66,703","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Stephens,Georgia,"25,925","Toccoa, GA Micropolitan Statistical Area"
Stewart,Georgia,"6,621",
Sumter,Georgia,"29,524","Americus, GA Micropolitan Statistical Area"
Talbot,Georgia,"6,195",
Taliaferro,Georgia,"1,537",
Tattnall,Georgia,"25,286",
Taylor,Georgia,"8,020",
Telfair,Georgia,"15,860",
Terrell,Georgia,"8,531","Albany, GA Metropolitan Statistical Area"
Thomas,Georgia,"44,451","Thomasville, GA Micropolitan Statistical Area"
Tift,Georgia,"40,644","Tifton, GA Micropolitan Statistical Area"
Toombs,Georgia,"26,830","Vidalia, GA Micropolitan Statistical Area"
Towns,Georgia,"12,037",
Treutlen,Georgia,"6,901",
Troup,Georgia,"69,922","LaGrange, GA Micropolitan Statistical Area"
Turner,Georgia,"7,985",
Twiggs,Georgia,"8,120","Macon, GA Metropolitan Statistical Area"
Union,Georgia,"24,511",
Upson,Georgia,"26,320","Thomaston, GA Micropolitan Statistical Area"
Walker,Georgia,"69,761","Chattanooga, TN-GA Metropolitan Statistical Area"
Walton,Georgia,"94,593","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area"
Ware,Georgia,"35,734","Waycross, GA Micropolitan Statistical Area"
Warren,Georgia,"5,254",
Washington,Georgia,"20,374",
Wayne,Georgia,"29,927","Jesup, GA Micropolitan Statistical Area"
Webster,Georgia,"2,607",
Wheeler,Georgia,"7,855",
White,Georgia,"30,798",
Whitfield,Georgia,"104,628","Dalton, GA Metropolitan Statistical Area"
Wilcox,Georgia,"8,635",
Wilkes,Georgia,"9,777",
Wilkinson,Georgia,"8,954",
Worth,Georgia,"20,247","Albany, GA Metropolitan Statistical Area"
Guam[9],Guam,"162,742",
Hawaii,Hawaiʻi,"201,513","Hilo, HI Micropolitan Statistical Area"
"Honolulu, City and County of[p]",Hawaiʻi,"974,563","Urban Honolulu, HI Metropolitan Statistical Area"
Kalawao,Hawaiʻi,86,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area"
Kauai,Hawaiʻi,"72,293","Kapaa, HI Micropolitan Statistical Area"
Maui,Hawaiʻi,"167,417","Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area"
Ada,Idaho,"481,587","Boise City, ID Metropolitan Statistical Area"
Adams,Idaho,"4,294",
Bannock,Idaho,"87,808","Pocatello, ID Metropolitan Statistical Area"
Bear Lake,Idaho,"6,125",
Benewah,Idaho,"9,298",
Bingham,Idaho,"46,811","Blackfoot, ID Micropolitan Statistical Area"
Blaine,Idaho,"23,021","Hailey, ID Micropolitan Statistical Area"
Boise,Idaho,"7,831","Boise City, ID Metropolitan Statistical Area"
Bonner,Idaho,"45,739","Sandpoint, ID Micropolitan Statistical Area"
Bonneville,Idaho,"119,062","Idaho Falls, ID Metropolitan Statistical Area"
Boundary,Idaho,"12,245",
Butte,Idaho,"2,597","Idaho Falls, ID Metropolitan Statistical Area"
Camas,Idaho,"1,106","Hailey, ID Micropolitan Statistical Area"
Canyon,Idaho,"229,849","Boise City, ID Metropolitan Statistical Area"
Caribou,Idaho,"7,155",
Cassia,Idaho,"24,030","Burley, ID Micropolitan Statistical Area"
Clark,Idaho,845,
Clearwater,Idaho,"8,756",
Custer,Idaho,"4,315",
Elmore,Idaho,"27,511","Mountain Home, ID Micropolitan Statistical Area"
Franklin,Idaho,"13,876","Logan, UT-ID Metropolitan Statistical Area"
Fremont,Idaho,"13,099","Rexburg, ID Micropolitan Statistical Area"
Gem,Idaho,"18,112","Boise City, ID Metropolitan Statistical Area"
Gooding,Idaho,"15,179",
Idaho,Idaho,"16,667",
Jefferson,Idaho,"29,871","Idaho Falls, ID Metropolitan Statistical Area"
Jerome,Idaho,"24,412","Twin Falls, ID Micropolitan Statistical Area"
Kootenai,Idaho,"165,697","Coeur d'Alene, ID Metropolitan Statistical Area"
Latah,Idaho,"40,108","Moscow, ID Micropolitan Statistical Area"
Lemhi,Idaho,"8,027",
Lewis,Idaho,"3,838",
Lincoln,Idaho,"5,366","Hailey, ID Micropolitan Statistical Area"
Madison,Idaho,"39,907","Rexburg, ID Micropolitan Statistical Area"
Minidoka,Idaho,"21,039","Burley, ID Micropolitan Statistical Area"
Nez Perce,Idaho,"40,408","Lewiston, ID-WA Metropolitan Statistical Area"
Oneida,Idaho,"4,531",
Owyhee,Idaho,"11,823","Boise City, ID Metropolitan Statistical Area"
Payette,Idaho,"23,951","Ontario, OR-ID Micropolitan Statistical Area"
Power,Idaho,"7,681",
Shoshone,Idaho,"12,882",
Teton,Idaho,"12,142","Jackson, WY-ID Micropolitan Statistical Area"
Twin Falls,Idaho,"86,878","Twin Falls, ID Micropolitan Statistical Area"
Valley,Idaho,"11,392",
Washington,Idaho,"10,194",
Adams,Illinois,"65,435","Quincy, IL-MO Micropolitan Statistical Area"
Alexander,Illinois,"5,761","Cape Girardeau, MO-IL Metropolitan Statistical Area"
Bond,Illinois,"16,426","St. Louis, MO-IL Metropolitan Statistical Area"
Boone,Illinois,"53,544","Rockford, IL Metropolitan Statistical Area"
Brown,Illinois,"6,578",
Bureau,Illinois,"32,628","Ottawa, IL Micropolitan Statistical Area"
Calhoun,Illinois,"4,739","St. Louis, MO-IL Metropolitan Statistical Area"
Carroll,Illinois,"14,305",
Cass,Illinois,"12,147",
Champaign,Illinois,"209,689","Champaign-Urbana, IL Metropolitan Statistical Area"
Christian,Illinois,"32,304","Taylorville, IL Micropolitan Statistical Area"
Clark,Illinois,"15,441",
Clay,Illinois,"13,184",
Clinton,Illinois,"37,562","St. Louis, MO-IL Metropolitan Statistical Area"
Coles,Illinois,"50,621","Charleston-Mattoon, IL Micropolitan Statistical Area"
Cook,Illinois,"5,150,233","Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Crawford,Illinois,"18,667",
Cumberland,Illinois,"10,766","Charleston-Mattoon, IL Micropolitan Statistical Area"
DeKalb,Illinois,"104,897","Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
DeWitt,Illinois,"15,638","Bloomington, IL Metropolitan Statistical Area"
Douglas,Illinois,"19,465",
DuPage,Illinois,"922,921","Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Edgar,Illinois,"17,161",
Edwards,Illinois,"6,395",
Effingham,Illinois,"34,008","Effingham, IL Micropolitan Statistical Area"
Fayette,Illinois,"21,336",
Ford,Illinois,"12,961","Champaign-Urbana, IL Metropolitan Statistical Area"
Franklin,Illinois,"38,469",
Fulton,Illinois,"34,340","Canton, IL Micropolitan Statistical Area"
Gallatin,Illinois,"4,828",
Greene,Illinois,"12,969",
Grundy,Illinois,"51,054","Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Hamilton,Illinois,"8,116",
Hancock,Illinois,"17,708","Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area"
Hardin,Illinois,"3,821",
Henderson,Illinois,"6,646","Burlington, IA-IL Micropolitan Statistical Area"
Henry,Illinois,"48,913","Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area"
Iroquois,Illinois,"27,114",
Jackson,Illinois,"56,750","Carbondale-Marion, IL Metropolitan Statistical Area"
Jasper,Illinois,"9,610",
Jefferson,Illinois,"37,684","Mount Vernon, IL Micropolitan Statistical Area"
Jersey,Illinois,"21,773","St. Louis, MO-IL Metropolitan Statistical Area"
Jo Daviess,Illinois,"21,235",
Johnson,Illinois,"12,417",
Kane,Illinois,"532,403","Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Kankakee,Illinois,"109,862","Kankakee, IL Metropolitan Statistical Area"
Kendall,Illinois,"128,990","Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Knox,Illinois,"49,699","Galesburg, IL Micropolitan Statistical Area"
Lake,Illinois,"696,535","Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
LaSalle,Illinois,"108,669","Ottawa, IL Micropolitan Statistical Area"
Lawrence,Illinois,"15,678",
Lee,Illinois,"34,096","Dixon, IL Micropolitan Statistical Area"
Livingston,Illinois,"35,648","Pontiac, IL Micropolitan Statistical Area"
Logan,Illinois,"28,618","Lincoln, IL Micropolitan Statistical Area"
McDonough,Illinois,"29,682","Macomb, IL Micropolitan Statistical Area"
McHenry,Illinois,"307,774","Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
McLean,Illinois,"171,517","Bloomington, IL Metropolitan Statistical Area"
Macon,Illinois,"104,009","Decatur, IL Metropolitan Statistical Area"
Macoupin,Illinois,"44,926","St. Louis, MO-IL Metropolitan Statistical Area"
Madison,Illinois,"262,966","St. Louis, MO-IL Metropolitan Statistical Area"
Marion,Illinois,"37,205","Centralia, IL Micropolitan Statistical Area"
Marshall,Illinois,"11,438","Peoria, IL Metropolitan Statistical Area"
Mason,Illinois,"13,359",
Massac,Illinois,"13,772","Paducah, KY-IL Micropolitan Statistical Area"
Menard,Illinois,"12,196","Springfield, IL Metropolitan Statistical Area"
Mercer,Illinois,"15,437","Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area"
Monroe,Illinois,"34,637","St. Louis, MO-IL Metropolitan Statistical Area"
Montgomery,Illinois,"28,414",
Morgan,Illinois,"33,658","Jacksonville, IL Micropolitan Statistical Area"
Moultrie,Illinois,"14,501",
Ogle,Illinois,"50,643","Rochelle, IL Micropolitan Statistical Area"
Peoria,Illinois,"179,179","Peoria, IL Metropolitan Statistical Area"
Perry,Illinois,"20,916",
Piatt,Illinois,"16,344","Champaign-Urbana, IL Metropolitan Statistical Area"
Pike,Illinois,"15,561",
Pope,Illinois,"4,177",
Pulaski,Illinois,"5,335",
Putnam,Illinois,"5,739","Ottawa, IL Micropolitan Statistical Area"
Randolph,Illinois,"31,782",
Richland,Illinois,"15,513",
Rock Island,Illinois,"141,879","Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area"
St. Clair,Illinois,"259,686","St. Louis, MO-IL Metropolitan Statistical Area"
Saline,Illinois,"23,491",
Sangamon,Illinois,"194,672","Springfield, IL Metropolitan Statistical Area"
Schuyler,Illinois,"6,768",
Scott,Illinois,"4,951","Jacksonville, IL Micropolitan Statistical Area"
Shelby,Illinois,"21,634",
Stark,Illinois,"5,342","Peoria, IL Metropolitan Statistical Area"
Stephenson,Illinois,"44,498","Freeport, IL Micropolitan Statistical Area"
Tazewell,Illinois,"131,803","Peoria, IL Metropolitan Statistical Area"
Union,Illinois,"16,653",
Vermilion,Illinois,"75,758","Danville, IL Metropolitan Statistical Area"
Wabash,Illinois,"11,520",
Warren,Illinois,"16,844",
Washington,Illinois,"13,887",
Wayne,Illinois,"16,215",
White,Illinois,"13,537",
Whiteside,Illinois,"55,175","Sterling, IL Micropolitan Statistical Area"
Will,Illinois,"690,743","Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Williamson,Illinois,"66,597","Carbondale-Marion, IL Metropolitan Statistical Area"
Winnebago,Illinois,"282,572","Rockford, IL Metropolitan Statistical Area"
Woodford,Illinois,"38,459","Peoria, IL Metropolitan Statistical Area"
Adams,Indiana,"35,777","Decatur, IN Micropolitan Statistical Area"
Allen,Indiana,"379,299","Fort Wayne, IN Metropolitan Statistical Area"
Bartholomew,Indiana,"83,779","Columbus, IN Metropolitan Statistical Area"
Benton,Indiana,"8,748","Lafayette-West Lafayette, IN Metropolitan Statistical Area"
Blackford,Indiana,"11,758",
Boone,Indiana,"67,843","Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Brown,Indiana,"15,092","Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Carroll,Indiana,"20,257","Lafayette-West Lafayette, IN Metropolitan Statistical Area"
Cass,Indiana,"37,689","Logansport, IN Micropolitan Statistical Area"
Clark,Indiana,"118,302","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Clay,Indiana,"26,225","Terre Haute, IN Metropolitan Statistical Area"
Clinton,Indiana,"32,399","Frankfort, IN Micropolitan Statistical Area"
Crawford,Indiana,"10,577",
Daviess,Indiana,"33,351","Washington, IN Micropolitan Statistical Area"
Dearborn,Indiana,"49,458","Cincinnati, OH-KY-IN Metropolitan Statistical Area"
Decatur,Indiana,"26,559","Greensburg, IN Micropolitan Statistical Area"
DeKalb,Indiana,"43,475","Auburn, IN Micropolitan Statistical Area"
Delaware,Indiana,"114,135","Muncie, IN Metropolitan Statistical Area"
Dubois,Indiana,"42,736","Jasper, IN Micropolitan Statistical Area"
Elkhart,Indiana,"206,341","Elkhart-Goshen, IN Metropolitan Statistical Area"
Fayette,Indiana,"23,102","Connersville, IN Micropolitan Statistical Area"
Floyd,Indiana,"78,522","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Fountain,Indiana,"16,346",
Franklin,Indiana,"22,758",
Fulton,Indiana,"19,974",
Gibson,Indiana,"33,659",
Grant,Indiana,"65,769","Marion, IN Micropolitan Statistical Area"
Greene,Indiana,"31,922",
Hamilton,Indiana,"338,011","Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Hancock,Indiana,"78,168","Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Harrison,Indiana,"40,515","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area"
Hendricks,Indiana,"170,311","Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Henry,Indiana,"47,972","New Castle, IN Micropolitan Statistical Area"
Howard,Indiana,"82,544","Kokomo, IN Metropolitan Statistical Area"
Huntington,Indiana,"36,520","Huntington, IN Micropolitan Statistical Area"
Jackson,Indiana,"44,231","Seymour, IN Micropolitan Statistical Area"
Jasper,Indiana,"33,562","Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Jay,Indiana,"20,436",
Jefferson,Indiana,"32,308","Madison, IN Micropolitan Statistical Area"
Jennings,Indiana,"27,735","North Vernon, IN Micropolitan Statistical Area"
Johnson,Indiana,"158,167","Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Knox,Indiana,"36,594","Vincennes, IN Micropolitan Statistical Area"
Kosciusko,Indiana,"79,456","Warsaw, IN Micropolitan Statistical Area"
LaGrange,Indiana,"39,614",
Lake,Indiana,"485,493","Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
LaPorte,Indiana,"109,888","Michigan City-La Porte, IN Metropolitan Statistical Area"
Lawrence,Indiana,"45,370","Bedford, IN Micropolitan Statistical Area"
Madison,Indiana,"129,569","Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Marion,Indiana,"964,582","Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area"
Marshall,Indiana,"46,258","Plymouth, IN Micropolitan Statistical Area"
Martin,Indiana,"10,255",
Miami,Indiana,"35,516","Peru, IN Micropolitan Statistical Area"
